tool_name,count
toolshed.g2.bx.psu.edu/repos/iuc/bwa_mem2/bwa_mem2,2497
toolshed.g2.bx.psu.edu/repos/iuc/unicycler/unicycler,2453
toolshed.g2.bx.psu.edu/repos/iuc/limma_voom/limma_voom,2410
toolshed.g2.bx.psu.edu/repos/devteam/fastx_quality_statistics/cshl_fastx_quality_statistics,2406
toolshed.g2.bx.psu.edu/repos/iuc/collection_column_join/collection_column_join,2391
CONVERTER_bed_gff_or_vcf_to_bigwig_0,2367
toolshed.g2.bx.psu.edu/repos/devteam/fastqtofasta/fastq_to_fasta_python,2314
sort1,2208
toolshed.g2.bx.psu.edu/repos/iuc/busco/busco,2191
Grouping1,2165
toolshed.g2.bx.psu.edu/repos/bgruening/text_processing/tp_replace_in_line,2146
Grep1,2138
toolshed.g2.bx.psu.edu/repos/iuc/nanoplot/nanoplot,2118
toolshed.g2.bx.psu.edu/repos/iuc/minimap2/minimap2,2081
toolshed.g2.bx.psu.edu/repos/devteam/bamtools_filter/bamFilter,2063
toolshed.g2.bx.psu.edu/repos/iuc/sra_tools/sam_dump,2059
toolshed.g2.bx.psu.edu/repos/devteam/ncbi_blast_plus/ncbi_blastn_wrapper,2036
toolshed.g2.bx.psu.edu/repos/iuc/shovill/shovill,2032
toolshed.g2.bx.psu.edu/repos/devteam/samtools_rmdup/samtools_rmdup,2024
toolshed.g2.bx.psu.edu/repos/devteam/samtools_mpileup/samtools_mpileup,2018
toolshed.g2.bx.psu.edu/repos/devteam/samtools_sort/samtools_sort,2009
comp1,1971
toolshed.g2.bx.psu.edu/repos/iuc/datamash_ops/datamash_ops,1966
toolshed.g2.bx.psu.edu/repos/devteam/velvet/velveth,1941
toolshed.g2.bx.psu.edu/repos/bgruening/text_processing/tp_cat,1935
toolshed.g2.bx.psu.edu/repos/iuc/bandage/bandage_image,1905
toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_compute_matrix/deeptools_compute_matrix,1890
toolshed.g2.bx.psu.edu/repos/devteam/tophat2/tophat2,1846
toolshed.g2.bx.psu.edu/repos/devteam/intersect/gops_intersect_1,1818
toolshed.g2.bx.psu.edu/repos/devteam/cufflinks/cufflinks,1813
toolshed.g2.bx.psu.edu/repos/iuc/mothur_make_contigs/mothur_make_contigs,1778
toolshed.g2.bx.psu.edu/repos/iuc/lofreq_call/lofreq_call,1769
toolshed.g2.bx.psu.edu/repos/nml/collapse_collections/collapse_dataset,1765
toolshed.g2.bx.psu.edu/repos/devteam/vcffilter/vcffilter2,1749
toolshed.g2.bx.psu.edu/repos/iuc/mothur_unique_seqs/mothur_unique_seqs,1720
Remove beginning1,1704
toolshed.g2.bx.psu.edu/repos/iuc/snippy/snippy,1699
toolshed.g2.bx.psu.edu/repos/iuc/fasta_stats/fasta-stats,1689
toolshed.g2.bx.psu.edu/repos/iuc/ncbi_datasets/datasets_download_genome,1682
toolshed.g2.bx.psu.edu/repos/iuc/ncbi_acc_download/ncbi_acc_download,1674
toolshed.g2.bx.psu.edu/repos/bgruening/flye/flye,1670
toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_plot_heatmap/deeptools_plot_heatmap,1650
toolshed.g2.bx.psu.edu/repos/iuc/mothur_screen_seqs/mothur_screen_seqs,1645
toolshed.g2.bx.psu.edu/repos/iuc/mothur_summary_seqs/mothur_summary_seqs,1630
toolshed.g2.bx.psu.edu/repos/devteam/samtool_filter2/samtool_filter2,1628
toolshed.g2.bx.psu.edu/repos/iuc/goseq/goseq,1613
toolshed.g2.bx.psu.edu/repos/iuc/bcftools_mpileup/bcftools_mpileup,1595
toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_bamtobed,1581
toolshed.g2.bx.psu.edu/repos/devteam/fastq_paired_end_interlacer/fastq_paired_end_interlacer,1558
toolshed.g2.bx.psu.edu/repos/iuc/gtftobed12/gtftobed12,1545
toolshed.g2.bx.psu.edu/repos/iuc/mothur_align_seqs/mothur_align_seqs,1537
toolshed.g2.bx.psu.edu/repos/rnateam/mafft/rbc_mafft,1531
toolshed.g2.bx.psu.edu/repos/devteam/clustalw/clustalw,1531
toolshed.g2.bx.psu.edu/repos/iuc/collection_element_identifiers/collection_element_identifiers,1525
toolshed.g2.bx.psu.edu/repos/devteam/velvet/velvetg,1517
toolshed.g2.bx.psu.edu/repos/iuc/trinity/trinity,1515
toolshed.g2.bx.psu.edu/repos/iuc/mothur_count_seqs/mothur_count_seqs,1487
CONVERTER_gff_to_bed_0,1485
__TAG_FROM_FILE__,1464
toolshed.g2.bx.psu.edu/repos/nilesh/rseqc/rseqc_infer_experiment,1454
CONVERTER_interval_to_bedstrict_0,1441
toolshed.g2.bx.psu.edu/repos/iuc/stringtie/stringtie_merge,1438
toolshed.g2.bx.psu.edu/repos/iuc/bcftools_call/bcftools_call,1421
ebi_sra_main,1409
toolshed.g2.bx.psu.edu/repos/bgruening/fastq_info/fastq_info,1409
Show beginning1,1405
toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_SortSam,1375
__EXPORT_HISTORY__,1371
toolshed.g2.bx.psu.edu/repos/bgruening/text_processing/tp_replace_in_column,1370
CONVERTER_interval_to_bgzip_0,1357
toolshed.g2.bx.psu.edu/repos/iuc/abricate/abricate,1343
toolshed.g2.bx.psu.edu/repos/devteam/join/gops_join_1,1340
toolshed.g2.bx.psu.edu/repos/bgruening/text_processing/tp_cut_tool,1335
toolshed.g2.bx.psu.edu/repos/bgruening/text_processing/tp_head_tool,1333
toolshed.g2.bx.psu.edu/repos/iuc/porechop/porechop,1309
toolshed.g2.bx.psu.edu/repos/iuc/snpeff/snpEff_download,1283
toolshed.g2.bx.psu.edu/repos/bgruening/salmon/salmon,1275
toolshed.g2.bx.psu.edu/repos/bgruening/augustus/augustus,1269
toolshed.g2.bx.psu.edu/repos/iuc/qualimap_bamqc/qualimap_bamqc,1265
toolshed.g2.bx.psu.edu/repos/iuc/megahit/megahit,1244
toolshed.g2.bx.psu.edu/repos/devteam/gffread/gffread,1221
toolshed.g2.bx.psu.edu/repos/bgruening/text_processing/tp_tail_tool,1201
toolshed.g2.bx.psu.edu/repos/iuc/mothur_pre_cluster/mothur_pre_cluster,1192
toolshed.g2.bx.psu.edu/repos/iuc/mothur_classify_seqs/mothur_classify_seqs,1188
toolshed.g2.bx.psu.edu/repos/devteam/fastq_to_fasta/cshl_fastq_to_fasta,1170
toolshed.g2.bx.psu.edu/repos/iuc/mothur_filter_seqs/mothur_filter_seqs,1168
toolshed.g2.bx.psu.edu/repos/bgruening/text_processing/tp_grep_tool,1156
toolshed.g2.bx.psu.edu/repos/devteam/cuffdiff/cuffdiff,1152
toolshed.g2.bx.psu.edu/repos/iuc/fasttree/fasttree,1147
toolshed.g2.bx.psu.edu/repos/devteam/varscan_version_2/varscan,1145
CONVERTER_interval_to_bed12_0,1112
wig_to_bigWig,1106
CONVERTER_fasta_to_fai,1100
toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_bam_compare/deeptools_bam_compare,1100
toolshed.g2.bx.psu.edu/repos/rnateam/chipseeker/chipseeker,1097
toolshed.g2.bx.psu.edu/repos/bgruening/text_processing/tp_sorted_uniq,1090
toolshed.g2.bx.psu.edu/repos/iuc/snpsift/snpSift_extractFields,1089
toolshed.g2.bx.psu.edu/repos/devteam/kraken/kraken,1086
toolshed.g2.bx.psu.edu/repos/devteam/fastq_trimmer_by_quality/fastq_quality_trimmer,1055
CONVERTER_ref_to_seq_taxomony,1044
CONVERTER_interval_to_tabix_0,1040
toolshed.g2.bx.psu.edu/repos/devteam/ncbi_blast_plus/ncbi_makeblastdb,1034
Convert characters1,1032
interactive_tool_rstudio,1030
toolshed.g2.bx.psu.edu/repos/mvdbeek/concatenate_multiple_datasets/cat_multiple,1027
toolshed.g2.bx.psu.edu/repos/iuc/kallisto_quant/kallisto_quant,1026
toolshed.g2.bx.psu.edu/repos/iuc/roary/roary,1020
toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_plot_correlation/deeptools_plot_correlation,1014
toolshed.g2.bx.psu.edu/repos/iuc/iqtree/iqtree,1013
toolshed.g2.bx.psu.edu/repos/devteam/fastq_stats/fastq_stats,1005
toolshed.g2.bx.psu.edu/repos/iuc/mothur_classify_otu/mothur_classify_otu,1005
toolshed.g2.bx.psu.edu/repos/devteam/fastq_quality_boxplot/cshl_fastq_quality_boxplot,1004
toolshed.g2.bx.psu.edu/repos/iuc/mothur_cluster_split/mothur_cluster_split,997
toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_multi_bam_summary/deeptools_multi_bam_summary,987
toolshed.g2.bx.psu.edu/repos/bgruening/text_processing/tp_easyjoin_tool,982
toolshed.g2.bx.psu.edu/repos/iuc/mothur_make_shared/mothur_make_shared,972
toolshed.g2.bx.psu.edu/repos/nml/staramr/staramr_search,962
toolshed.g2.bx.psu.edu/repos/iuc/mothur_taxonomy_to_krona/mothur_taxonomy_to_krona,958
toolshed.g2.bx.psu.edu/repos/iuc/mothur_chimera_vsearch/mothur_chimera_vsearch,956
toolshed.g2.bx.psu.edu/repos/iuc/varscan_mpileup/varscan_mpileup,954
toolshed.g2.bx.psu.edu/repos/devteam/get_flanks/get_flanks1,946
toolshed.g2.bx.psu.edu/repos/iuc/charts/charts,944
Count1,943
CONVERTER_bed_to_gff_0,924
__EXTRACT_DATASET__,922
toolshed.g2.bx.psu.edu/repos/iuc/mothur_remove_seqs/mothur_remove_seqs,914
toolshed.g2.bx.psu.edu/repos/iuc/samtools_fastx/samtools_fastx,912
toolshed.g2.bx.psu.edu/repos/devteam/ncbi_blast_plus/ncbi_blastp_wrapper,894
toolshed.g2.bx.psu.edu/repos/devteam/fastq_filter/fastq_filter,884
CONVERTER_vcf_bgzip_to_tabix_0,884
upload1,883
toolshed.g2.bx.psu.edu/repos/devteam/fasta_to_tabular/fasta2tab,878
toolshed.g2.bx.psu.edu/repos/devteam/tabular_to_fasta/tab2fasta,876
toolshed.g2.bx.psu.edu/repos/bgruening/text_processing/tp_awk_tool,876
ChangeCase,875
toolshed.g2.bx.psu.edu/repos/devteam/sam_pileup/sam_pileup,865
CONVERTER_bedgraph_to_bigwig,857
toolshed.g2.bx.psu.edu/repos/iuc/samtools_merge/samtools_merge,848
toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_getfastabed,842
toolshed.g2.bx.psu.edu/repos/iuc/newick_utils/newick_display,813
toolshed.g2.bx.psu.edu/repos/nilesh/rseqc/rseqc_read_distribution,804
toolshed.g2.bx.psu.edu/repos/iuc/snpeff/snpEff_build_gb,802
toolshed.g2.bx.psu.edu/repos/iuc/mothur_remove_lineage/mothur_remove_lineage,799
toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_genomecoveragebed,791
toolshed.g2.bx.psu.edu/repos/iuc/ggplot2_heatmap/ggplot2_heatmap,791
toolshed.g2.bx.psu.edu/repos/devteam/kraken2tax/Kraken2Tax,787
toolshed.g2.bx.psu.edu/repos/nml/metaspades/metaspades,787
toolshed.g2.bx.psu.edu/repos/iuc/bandage/bandage_info,778
toolshed.g2.bx.psu.edu/repos/iuc/samtools_depth/samtools_depth,775
toolshed.g2.bx.psu.edu/repos/iuc/sickle/sickle,753
toolshed.g2.bx.psu.edu/repos/simon-gladman/velvetoptimiser/velvetoptimiser,747
toolshed.g2.bx.psu.edu/repos/iuc/snpsift/snpSift_filter,747
toolshed.g2.bx.psu.edu/repos/iuc/krakentools_kreport2krona/krakentools_kreport2krona,742
toolshed.g2.bx.psu.edu/repos/iuc/gatk4_mutect2/gatk4_mutect2,737
toolshed.g2.bx.psu.edu/repos/iuc/lofreq_viterbi/lofreq_viterbi,734
toolshed.g2.bx.psu.edu/repos/iuc/bcftools_norm/bcftools_norm,733
toolshed.g2.bx.psu.edu/repos/galaxyp/fasta_merge_files_and_filter_unique_sequences/fasta_merge_files_and_filter_unique_sequences,707
toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_plot_fingerprint/deeptools_plot_fingerprint,699
toolshed.g2.bx.psu.edu/repos/iuc/jvarkit_wgscoverageplotter/jvarkit_wgscoverageplotter,698
CONVERTER_bed_to_fli_0,693
toolshed.g2.bx.psu.edu/repos/iuc/maker/maker,693
toolshed.g2.bx.psu.edu/repos/devteam/kraken_report/kraken-report,693
toolshed.g2.bx.psu.edu/repos/iuc/circos/circos,683
toolshed.g2.bx.psu.edu/repos/iuc/bioext_bam2msa/bioext_bam2msa,681
toolshed.g2.bx.psu.edu/repos/bgruening/text_processing/tp_multijoin_tool,681
toolshed.g2.bx.psu.edu/repos/iuc/lofreq_indelqual/lofreq_indelqual,678
toolshed.g2.bx.psu.edu/repos/iuc/bcftools_plugin_counts/bcftools_plugin_counts,676
toolshed.g2.bx.psu.edu/repos/iuc/mothur_count_groups/mothur_count_groups,667
toolshed.g2.bx.psu.edu/repos/iuc/snpeff_sars_cov_2/snpeff_sars_cov_2,667
toolshed.g2.bx.psu.edu/repos/devteam/xy_plot/XY_Plot_1,660
toolshed.g2.bx.psu.edu/repos/iuc/gffcompare/gffcompare,657
toolshed.g2.bx.psu.edu/repos/iuc/mothur_sub_sample/mothur_sub_sample,648
toolshed.g2.bx.psu.edu/repos/devteam/histogram/histogram_rpy,645
toolshed.g2.bx.psu.edu/repos/devteam/freebayes/bamleftalign,644
toolshed.g2.bx.psu.edu/repos/devteam/fastx_trimmer/cshl_fastx_trimmer,643
toolshed.g2.bx.psu.edu/repos/iuc/bioext_bealign/bioext_bealign,643
toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_mergebed,642
toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_NormalizeFasta,641
toolshed.g2.bx.psu.edu/repos/devteam/ncbi_blast_plus/ncbi_blastx_wrapper,640
toolshed.g2.bx.psu.edu/repos/devteam/cuffmerge/cuffmerge,634
toolshed.g2.bx.psu.edu/repos/devteam/fastx_nucleotides_distribution/cshl_fastx_nucleotides_distribution,634
toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_MergeSamFiles,628
toolshed.g2.bx.psu.edu/repos/bgruening/text_processing/tp_find_and_replace,627
toolshed.g2.bx.psu.edu/repos/devteam/fastq_trimmer/fastq_trimmer,626
toolshed.g2.bx.psu.edu/repos/iuc/extract_genomic_dna/Extract genomic DNA 1,611
toolshed.g2.bx.psu.edu/repos/nilesh/rseqc/rseqc_bam_stat,605
toolshed.g2.bx.psu.edu/repos/devteam/fasta_compute_length/fasta_compute_length,605
toolshed.g2.bx.psu.edu/repos/iuc/ggplot2_point/ggplot2_point,602
__BUILD_LIST__,599
toolshed.g2.bx.psu.edu/repos/bgruening/diffbind/diffbind,599
toolshed.g2.bx.psu.edu/repos/devteam/fastq_paired_end_deinterlacer/fastq_paired_end_deinterlacer,599
toolshed.g2.bx.psu.edu/repos/iuc/ggplot2_pca/ggplot2_pca,598
toolshed.g2.bx.psu.edu/repos/devteam/sam_to_bam/sam_to_bam,596
toolshed.g2.bx.psu.edu/repos/devteam/fastq_paired_end_joiner/fastq_paired_end_joiner,592
toolshed.g2.bx.psu.edu/repos/iuc/pycoqc/pycoqc,590
CONVERTER_gff_to_interval_index_0,589
CONVERTER_Bam_Bai_0,589
toolshed.g2.bx.psu.edu/repos/bgruening/antismash/antismash,589
toolshed.g2.bx.psu.edu/repos/iuc/pygenometracks/pygenomeTracks,586
toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_sortbed,585
toolshed.g2.bx.psu.edu/repos/iuc/ivar_consensus/ivar_consensus,585
CONVERTER_gff_to_fli_0,583
toolshed.g2.bx.psu.edu/repos/nilesh/rseqc/rseqc_geneBody_coverage,582
toolshed.g2.bx.psu.edu/repos/galaxyp/filter_by_fasta_ids/filter_by_fasta_ids,582
toolshed.g2.bx.psu.edu/repos/iuc/length_and_gc_content/length_and_gc_content,581
toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_plot_profile/deeptools_plot_profile,579
toolshed.g2.bx.psu.edu/repos/iuc/gemini_load/gemini_load,577
toolshed.g2.bx.psu.edu/repos/iuc/snpeff/snpEff_databases,576
toolshed.g2.bx.psu.edu/repos/iuc/table_compute/table_compute,576
toolshed.g2.bx.psu.edu/repos/iuc/mummer_mummer/mummer_mummer,570
gff2bed1,568
toolshed.g2.bx.psu.edu/repos/iuc/kraken_taxonomy_report/kraken_taxonomy_report,563
toolshed.g2.bx.psu.edu/repos/iuc/pathview/pathview,559
CONVERTER_fasta_to_len,556
toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: transeq101,554
toolshed.g2.bx.psu.edu/repos/devteam/pileup_parser/pileup_parser,552
toolshed.g2.bx.psu.edu/repos/devteam/fastq_paired_end_splitter/fastq_paired_end_splitter,550
toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_AddOrReplaceReadGroups,549
toolshed.g2.bx.psu.edu/repos/iuc/mlst/mlst,547
toolshed.g2.bx.psu.edu/repos/iuc/mothur_rarefaction_single/mothur_rarefaction_single,546
toolshed.g2.bx.psu.edu/repos/iuc/trinity_align_and_estimate_abundance/trinity_align_and_estimate_abundance,542
toolshed.g2.bx.psu.edu/repos/iuc/mothur_merge_files/mothur_merge_files,539
Summary_Statistics1,538
toolshed.g2.bx.psu.edu/repos/devteam/fasta_filter_by_length/fasta_filter_by_length,536
toolshed.g2.bx.psu.edu/repos/iuc/raxml/raxml,532
toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_plot_pca/deeptools_plot_pca,531
toolshed.g2.bx.psu.edu/repos/saskia-hiltemann/krona_text/krona-text,524
toolshed.g2.bx.psu.edu/repos/iuc/rnaspades/rnaspades,522
toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: extractseq35,521
toolshed.g2.bx.psu.edu/repos/iuc/pilon/pilon,520
toolshed.g2.bx.psu.edu/repos/devteam/subtract/gops_subtract_1,518
toolshed.g2.bx.psu.edu/repos/iuc/meme_chip/meme_chip,516
CONVERTER_len_to_linecount,512
toolshed.g2.bx.psu.edu/repos/iuc/transdecoder/transdecoder,510
bigwigtowig,508
toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_bamtofastq,506
interactive_tool_jupyter_notebook,504
toolshed.g2.bx.psu.edu/repos/bgruening/repeat_masker/repeatmasker_wrapper,504
toolshed.g2.bx.psu.edu/repos/iuc/samtools_markdup/samtools_markdup,503
toolshed.g2.bx.psu.edu/repos/iuc/filtlong/filtlong,501
toolshed.g2.bx.psu.edu/repos/iuc/fgsea/fgsea,498
CONVERTER_bam_to_qname_sorted_bam,495
toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_multi_bigwig_summary/deeptools_multi_bigwig_summary,489
toolshed.g2.bx.psu.edu/repos/iuc/metaphlan/metaphlan,486
toolshed.g2.bx.psu.edu/repos/iuc/mothur_summary_single/mothur_summary_single,484
toolshed.g2.bx.psu.edu/repos/iuc/datamash_reverse/datamash_reverse,478
toolshed.g2.bx.psu.edu/repos/devteam/fastx_barcode_splitter/cshl_fastx_barcode_splitter,475
toolshed.g2.bx.psu.edu/repos/iuc/spades_plasmidspades/spades_plasmidspades,475
toolshed.g2.bx.psu.edu/repos/iuc/varscan_somatic/varscan_somatic,473
toolshed.g2.bx.psu.edu/repos/iuc/tximport/tximport,467
toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_FastqToSam,467
toolshed.g2.bx.psu.edu/repos/bgruening/text_processing/tp_sed_tool,466
gene2exon1,460
__UNZIP_COLLECTION__,460
CONVERTER_bz2_to_uncompressed,456
toolshed.g2.bx.psu.edu/repos/devteam/fastx_clipper/cshl_fastx_clipper,455
toolshed.g2.bx.psu.edu/repos/iuc/progressivemauve/progressivemauve,453
toolshed.g2.bx.psu.edu/repos/iuc/bcftools_consensus/bcftools_consensus,449
toolshed.g2.bx.psu.edu/repos/iuc/prinseq/prinseq,445
toolshed.g2.bx.psu.edu/repos/iuc/mothur_remove_groups/mothur_remove_groups,445
__MERGE_COLLECTION__,443
toolshed.g2.bx.psu.edu/repos/iuc/dada2_filterandtrim/dada2_filterAndTrim,443
toolshed.g2.bx.psu.edu/repos/iuc/bcftools_annotate/bcftools_annotate,442
toolshed.g2.bx.psu.edu/repos/devteam/add_value/addValue,442
toolshed.g2.bx.psu.edu/repos/iuc/abricate/abricate_summary,442
toolshed.g2.bx.psu.edu/repos/iuc/bcftools_view/bcftools_view,438
toolshed.g2.bx.psu.edu/repos/iuc/mothur_dist_shared/mothur_dist_shared,437
toolshed.g2.bx.psu.edu/repos/iuc/pe_histogram/pe_histogram,435
wc_gnu,435
toolshed.g2.bx.psu.edu/repos/devteam/vcfallelicprimitives/vcfallelicprimitives,435
CONVERTER_interval_to_bigwig_0,430
toolshed.g2.bx.psu.edu/repos/iuc/filter_tabular/filter_tabular,429
toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_bedtoigv,429
toolshed.g2.bx.psu.edu/repos/galaxyp/regex_find_replace/regexColumn1,428
toolshed.g2.bx.psu.edu/repos/iuc/mothur_make_group/mothur_make_group,427
toolshed.g2.bx.psu.edu/repos/rnateam/mirdeep2_mapper/rbc_mirdeep2_mapper,427
toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_bigwig_compare/deeptools_bigwig_compare,426
toolshed.g2.bx.psu.edu/repos/guru-ananda/heatmap/heatmap_1,426
toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_bedtobam,423
toolshed.g2.bx.psu.edu/repos/lparsons/fastq_join/fastq_join,422
toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_multiintersectbed,416
hgv_david,415
toolshed.g2.bx.psu.edu/repos/iuc/bcftools_merge/bcftools_merge,412
toolshed.g2.bx.psu.edu/repos/iuc/deepvariant/deepvariant,411
toolshed.g2.bx.psu.edu/repos/iuc/seqtk/seqtk_sample,410
toolshed.g2.bx.psu.edu/repos/iuc/pear/iuc_pear,409
toolshed.g2.bx.psu.edu/repos/iuc/bcftools_filter/bcftools_filter,408
toolshed.g2.bx.psu.edu/repos/devteam/vcfcombine/vcfcombine,406
toolshed.g2.bx.psu.edu/repos/iuc/goenrichment/goenrichment,400
toolshed.g2.bx.psu.edu/repos/devteam/vcf2tsv/vcf2tsv,399
toolshed.g2.bx.psu.edu/repos/iuc/meme_meme/meme_meme,390
toolshed.g2.bx.psu.edu/repos/iuc/mothur_venn/mothur_venn,386
toolshed.g2.bx.psu.edu/repos/devteam/ncbi_blast_plus/ncbi_tblastn_wrapper,383
toolshed.g2.bx.psu.edu/repos/iuc/snippy/snippy_core,383
toolshed.g2.bx.psu.edu/repos/iuc/bbtools_bbmap/bbtools_bbmap,381
toolshed.g2.bx.psu.edu/repos/iuc/mothur_heatmap_sim/mothur_heatmap_sim,379
toolshed.g2.bx.psu.edu/repos/iuc/bwameth/bwameth,378
toolshed.g2.bx.psu.edu/repos/iuc/mothur_fastq_info/mothur_fastq_info,374
toolshed.g2.bx.psu.edu/repos/devteam/fastx_collapser/cshl_fastx_collapser,374
toolshed.g2.bx.psu.edu/repos/galaxyp/maxquant/maxquant,374
toolshed.g2.bx.psu.edu/repos/iuc/snpsift/snpsift_vartype,373
toolshed.g2.bx.psu.edu/repos/iuc/mothur_make_biom/mothur_make_biom,373
toolshed.g2.bx.psu.edu/repos/galaxy-australia/alphafold2/alphafold,372
toolshed.g2.bx.psu.edu/repos/peterjc/venn_list/venn_list,372
mergeCols1,370
toolshed.g2.bx.psu.edu/repos/iuc/bp_genbank2gff3/bp_genbank2gff3,365
toolshed.g2.bx.psu.edu/repos/iuc/datamash_transpose/datamash_transpose,364
toolshed.g2.bx.psu.edu/repos/devteam/kraken_translate/kraken-translate,362
toolshed.g2.bx.psu.edu/repos/devteam/bamtools/bamtools,360
