tool_name,count
toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: getorf42,222
toolshed.g2.bx.psu.edu/repos/iuc/collection_element_identifiers/collection_element_identifiers,222
toolshed.g2.bx.psu.edu/repos/iuc/pangolin/pangolin,220
toolshed.g2.bx.psu.edu/repos/iuc/circos/circos,215
toolshed.g2.bx.psu.edu/repos/iuc/abyss/abyss-pe,215
toolshed.g2.bx.psu.edu/repos/galaxy-australia/alphafold2/alphafold,214
__EXPORT_HISTORY__,212
toolshed.g2.bx.psu.edu/repos/iuc/krakentools_kreport2krona/krakentools_kreport2krona,212
toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_bamtobed,210
CONVERTER_len_to_linecount,210
toolshed.g2.bx.psu.edu/repos/iuc/sra_tools/sam_dump,208
toolshed.g2.bx.psu.edu/repos/iuc/funannotate_predict/funannotate_predict,205
toolshed.g2.bx.psu.edu/repos/devteam/freebayes/bamleftalign,204
toolshed.g2.bx.psu.edu/repos/iuc/nextclade/nextclade,202
toolshed.g2.bx.psu.edu/repos/iuc/gemini_inheritance/gemini_inheritance,201
toolshed.g2.bx.psu.edu/repos/iuc/transdecoder/transdecoder,198
toolshed.g2.bx.psu.edu/repos/iuc/humann2/humann2,196
toolshed.g2.bx.psu.edu/repos/bgruening/text_processing/tp_awk_tool,194
toolshed.g2.bx.psu.edu/repos/iuc/bcftools_norm/bcftools_norm,194
toolshed.g2.bx.psu.edu/repos/peterjc/get_orfs_or_cdss/get_orfs_or_cdss,192
__TAG_FROM_FILE__,187
toolshed.g2.bx.psu.edu/repos/iuc/ivar_variants/ivar_variants,186
toolshed.g2.bx.psu.edu/repos/iuc/lofreq_filter/lofreq_filter,185
toolshed.g2.bx.psu.edu/repos/galaxyp/maxquant/maxquant,185
toolshed.g2.bx.psu.edu/repos/imgteam/unzip/unzip,181
toolshed.g2.bx.psu.edu/repos/iuc/snpsift/snpSift_filter,180
toolshed.g2.bx.psu.edu/repos/devteam/bowtie_wrappers/bowtie_wrapper,180
toolshed.g2.bx.psu.edu/repos/devteam/fastq_to_fasta/cshl_fastq_to_fasta,178
toolshed.g2.bx.psu.edu/repos/devteam/tabular_to_fasta/tab2fasta,176
toolshed.g2.bx.psu.edu/repos/iuc/meryl/meryl,175
toolshed.g2.bx.psu.edu/repos/iuc/snp_dists/snp_dists,175
toolshed.g2.bx.psu.edu/repos/nilesh/rseqc/rseqc_infer_experiment,172
toolshed.g2.bx.psu.edu/repos/iuc/mummer_mummer/mummer_mummer,172
toolshed.g2.bx.psu.edu/repos/iuc/spades_plasmidspades/spades_plasmidspades,171
toolshed.g2.bx.psu.edu/repos/devteam/fasta_to_tabular/fasta2tab,169
toolshed.g2.bx.psu.edu/repos/devteam/fastx_quality_statistics/cshl_fastx_quality_statistics,168
toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_genomecoveragebed,167
toolshed.g2.bx.psu.edu/repos/devteam/ncbi_blast_plus/ncbi_blastx_wrapper,165
toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_SortSam,165
toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_compute_matrix/deeptools_compute_matrix,164
toolshed.g2.bx.psu.edu/repos/galaxyp/filter_by_fasta_ids/filter_by_fasta_ids,162
CONVERTER_bed_gff_or_vcf_to_bigwig_0,161
toolshed.g2.bx.psu.edu/repos/bgruening/antismash/antismash,160
toolshed.g2.bx.psu.edu/repos/iuc/medaka_consensus/medaka_consensus,160
toolshed.g2.bx.psu.edu/repos/iuc/trinity_align_and_estimate_abundance/trinity_align_and_estimate_abundance,158
toolshed.g2.bx.psu.edu/repos/leomrtns/nanofilt/nanofilt,155
toolshed.g2.bx.psu.edu/repos/devteam/kraken_translate/kraken-translate,155
toolshed.g2.bx.psu.edu/repos/iuc/metaphlan/metaphlan,152
toolshed.g2.bx.psu.edu/repos/devteam/fastx_trimmer/cshl_fastx_trimmer,151
toolshed.g2.bx.psu.edu/repos/iuc/stringtie/stringtie_merge,150
toolshed.g2.bx.psu.edu/repos/nilesh/rseqc/rseqc_bam2wig,147
toolshed.g2.bx.psu.edu/repos/bgruening/text_processing/tp_easyjoin_tool,147
toolshed.g2.bx.psu.edu/repos/iuc/bcftools_mpileup/bcftools_mpileup,147
toolshed.g2.bx.psu.edu/repos/devteam/vcfvcfintersect/vcfvcfintersect,147
toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_plot_heatmap/deeptools_plot_heatmap,146
__EXTRACT_DATASET__,146
toolshed.g2.bx.psu.edu/repos/iuc/gtftobed12/gtftobed12,145
toolshed.g2.bx.psu.edu/repos/iuc/bcftools_consensus/bcftools_consensus,144
toolshed.g2.bx.psu.edu/repos/iuc/bakta/bakta,144
toolshed.g2.bx.psu.edu/repos/devteam/vcffilter/vcffilter2,143
toolshed.g2.bx.psu.edu/repos/bgruening/text_processing/tp_tail_tool,143
toolshed.g2.bx.psu.edu/repos/iuc/snpeff/snpEff_build_gb,143
toolshed.g2.bx.psu.edu/repos/galaxyp/fasta_merge_files_and_filter_unique_sequences/fasta_merge_files_and_filter_unique_sequences,142
toolshed.g2.bx.psu.edu/repos/csbl/repeatmodeler/repeatmodeler,142
toolshed.g2.bx.psu.edu/repos/iuc/datamash_reverse/datamash_reverse,142
toolshed.g2.bx.psu.edu/repos/bgruening/text_processing/tp_sed_tool,142
toolshed.g2.bx.psu.edu/repos/iuc/raven/raven,141
upload1,141
Show beginning1,141
toolshed.g2.bx.psu.edu/repos/bebatut/cdhit/cd_hit_est,141
toolshed.g2.bx.psu.edu/repos/iuc/bcftools_call/bcftools_call,140
toolshed.g2.bx.psu.edu/repos/iuc/chromeister/chromeister,140
toolshed.g2.bx.psu.edu/repos/iuc/egsea/egsea,138
toolshed.g2.bx.psu.edu/repos/peterjc/seq_select_by_id/seq_select_by_id,138
CONVERTER_interval_to_bed12_0,137
toolshed.g2.bx.psu.edu/repos/iuc/rnaspades/rnaspades,136
toolshed.g2.bx.psu.edu/repos/devteam/fasta_filter_by_length/fasta_filter_by_length,135
toolshed.g2.bx.psu.edu/repos/nml/quasitools/consensus,134
toolshed.g2.bx.psu.edu/repos/devteam/ncbi_blast_plus/ncbi_tblastn_wrapper,133
toolshed.g2.bx.psu.edu/repos/iuc/merqury/merqury,130
Convert characters1,130
toolshed.g2.bx.psu.edu/repos/iuc/medaka_variant/medaka_variant,129
toolshed.g2.bx.psu.edu/repos/iuc/genomescope/genomescope,129
toolshed.g2.bx.psu.edu/repos/artbio/concatenate_multiple_datasets/cat_multi_datasets,129
toolshed.g2.bx.psu.edu/repos/iuc/trinity_abundance_estimates_to_matrix/trinity_abundance_estimates_to_matrix,129
toolshed.g2.bx.psu.edu/repos/bgruening/racon/racon,127
wig_to_bigWig,124
toolshed.g2.bx.psu.edu/repos/iuc/seqtk/seqtk_sample,124
toolshed.g2.bx.psu.edu/repos/iuc/goenrichment/goenrichment,119
toolshed.g2.bx.psu.edu/repos/iuc/barrnap/barrnap,119
toolshed.g2.bx.psu.edu/repos/iuc/kallisto_quant/kallisto_quant,117
toolshed.g2.bx.psu.edu/repos/devteam/vcfallelicprimitives/vcfallelicprimitives,116
toolshed.g2.bx.psu.edu/repos/devteam/fastq_trimmer_by_quality/fastq_quality_trimmer,116
toolshed.g2.bx.psu.edu/repos/rnateam/sortmerna/bg_sortmerna,115
CONVERTER_interval_to_bedstrict_0,114
toolshed.g2.bx.psu.edu/repos/iuc/gubbins/gubbins,114
toolshed.g2.bx.psu.edu/repos/iuc/ggplot2_heatmap/ggplot2_heatmap,113
toolshed.g2.bx.psu.edu/repos/devteam/sam_pileup/sam_pileup,112
gff2bed1,110
toolshed.g2.bx.psu.edu/repos/bgruening/hifiasm/hifiasm,110
toolshed.g2.bx.psu.edu/repos/iuc/snpeff/snpEff_databases,110
__BUILD_LIST__,109
ChangeCase,109
toolshed.g2.bx.psu.edu/repos/iuc/humann2_renorm_table/humann2_renorm_table,106
toolshed.g2.bx.psu.edu/repos/bgruening/split_file_to_collection/split_file_to_collection,106
toolshed.g2.bx.psu.edu/repos/artbio/cap3/cap3,105
toolshed.g2.bx.psu.edu/repos/iuc/spades_rnaviralspades/spades_rnaviralspades,103
toolshed.g2.bx.psu.edu/repos/iuc/tbprofiler/tb_profiler_profile,103
toolshed.g2.bx.psu.edu/repos/bgruening/gfastats/gfastats,102
toolshed.g2.bx.psu.edu/repos/bgruening/diamond/bg_diamond_makedb,101
toolshed.g2.bx.psu.edu/repos/iuc/funannotate_annotate/funannotate_annotate,100
toolshed.g2.bx.psu.edu/repos/iuc/spades_metaviralspades/spades_metaviralspades,100
toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_bamtofastq,100
toolshed.g2.bx.psu.edu/repos/devteam/fasta_compute_length/fasta_compute_length,99
toolshed.g2.bx.psu.edu/repos/iuc/pygenometracks/pygenomeTracks,99
toolshed.g2.bx.psu.edu/repos/iuc/compose_text_param/compose_text_param,99
toolshed.g2.bx.psu.edu/repos/iuc/metabat2/metabat2,98
toolshed.g2.bx.psu.edu/repos/iuc/pear/iuc_pear,97
toolshed.g2.bx.psu.edu/repos/peterjc/seq_filter_by_id/seq_filter_by_id,97
toolshed.g2.bx.psu.edu/repos/iuc/gfa_to_fa/gfa_to_fa,97
toolshed.g2.bx.psu.edu/repos/iuc/graphlan/graphlan,97
toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_getfastabed,96
toolshed.g2.bx.psu.edu/repos/iuc/abricate/abricate_list,96
toolshed.g2.bx.psu.edu/repos/iuc/funannotate_clean/funannotate_clean,96
CONVERTER_bed_to_gff_0,95
toolshed.g2.bx.psu.edu/repos/iuc/pe_histogram/pe_histogram,94
toolshed.g2.bx.psu.edu/repos/nilesh/rseqc/rseqc_bam_stat,94
toolshed.g2.bx.psu.edu/repos/iuc/table_compute/table_compute,94
Count1,93
toolshed.g2.bx.psu.edu/repos/devteam/kraken_report/kraken-mpa-report,92
interactive_tool_rstudio,91
toolshed.g2.bx.psu.edu/repos/iuc/ucsc_fasplit/fasplit,90
toolshed.g2.bx.psu.edu/repos/nml/mob_suite/mob_recon,89
toolshed.g2.bx.psu.edu/repos/iuc/tbl2gff3/tbl2gff3,89
toolshed.g2.bx.psu.edu/repos/iuc/trinity_run_de_analysis/trinity_run_de_analysis,89
__IMPORT_HISTORY__,88
gene2exon1,88
toolshed.g2.bx.psu.edu/repos/iuc/trinotate/trinotate,88
toolshed.g2.bx.psu.edu/repos/galaxyp/morpheus/morpheus,87
toolshed.g2.bx.psu.edu/repos/iuc/mageck_count/mageck_count,87
CONVERTER_interval_to_bgzip_0,87
toolshed.g2.bx.psu.edu/repos/devteam/add_value/addValue,86
toolshed.g2.bx.psu.edu/repos/devteam/fastq_paired_end_splitter/fastq_paired_end_splitter,86
toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_multi_bam_summary/deeptools_multi_bam_summary,86
toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_MergeSamFiles,85
toolshed.g2.bx.psu.edu/repos/devteam/sam_to_bam/sam_to_bam,85
toolshed.g2.bx.psu.edu/repos/bgruening/augustus_training/augustus_training,84
toolshed.g2.bx.psu.edu/repos/iuc/pathview/pathview,83
toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: needle56,83
toolshed.g2.bx.psu.edu/repos/iuc/mummer_nucmer/mummer_nucmer,83
__FILTER_FAILED_DATASETS__,83
toolshed.g2.bx.psu.edu/repos/devteam/lastz/lastz_wrapper_2,82
toolshed.g2.bx.psu.edu/repos/devteam/pileup_parser/pileup_parser,81
toolshed.g2.bx.psu.edu/repos/bgruening/text_processing/tp_tac,80
toolshed.g2.bx.psu.edu/repos/devteam/fastq_paired_end_joiner/fastq_paired_end_joiner,80
toolshed.g2.bx.psu.edu/repos/devteam/fastq_filter/fastq_filter,79
__MERGE_COLLECTION__,79
toolshed.g2.bx.psu.edu/repos/iuc/snp_sites/snp_sites,79
toolshed.g2.bx.psu.edu/repos/iuc/trinity_gene_to_trans_map/trinity_gene_to_trans_map,78
toolshed.g2.bx.psu.edu/repos/devteam/vcf2tsv/vcf2tsv,78
toolshed.g2.bx.psu.edu/repos/iuc/mageck_test/mageck_test,78
toolshed.g2.bx.psu.edu/repos/iracooke/tpp_prophets/pepxml_to_table_1,78
toolshed.g2.bx.psu.edu/repos/iuc/bp_genbank2gff3/bp_genbank2gff3,77
toolshed.g2.bx.psu.edu/repos/iracooke/xtandem/tandem_to_pepxml_1,77
toolshed.g2.bx.psu.edu/repos/rnateam/mirdeep2_mapper/rbc_mirdeep2_mapper,76
toolshed.g2.bx.psu.edu/repos/iuc/funannotate_sort/funannotate_sort,76
toolshed.g2.bx.psu.edu/repos/q2d2/qiime2_core__tools__import/qiime2_core__tools__import,76
toolshed.g2.bx.psu.edu/repos/iuc/mlst/mlst_list,76
toolshed.g2.bx.psu.edu/repos/iuc/export2graphlan/export2graphlan,74
toolshed.g2.bx.psu.edu/repos/dnbenso/masurca_simple/masurca_simple,74
toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_plot_correlation/deeptools_plot_correlation,73
toolshed.g2.bx.psu.edu/repos/devteam/cufflinks/cufflinks,73
toolshed.g2.bx.psu.edu/repos/iuc/seqtk/seqtk_subseq,73
toolshed.g2.bx.psu.edu/repos/devteam/merge/gops_merge_1,73
