tool_name,count
toolshed.g2.bx.psu.edu/repos/iuc/ncbi_acc_download/ncbi_acc_download,939
toolshed.g2.bx.psu.edu/repos/iuc/iqtree/iqtree,933
toolshed.g2.bx.psu.edu/repos/iuc/fastqe/fastqe,919
toolshed.g2.bx.psu.edu/repos/bgruening/text_processing/tp_sort_header_tool,915
toolshed.g2.bx.psu.edu/repos/iuc/volcanoplot/volcanoplot,892
toolshed.g2.bx.psu.edu/repos/iuc/edger/edger,884
toolshed.g2.bx.psu.edu/repos/iuc/mothur_chimera_vsearch/mothur_chimera_vsearch,876
CONVERTER_bam_to_bigwig_0,866
cat1,865
CONVERTER_interval_to_bed_0,858
toolshed.g2.bx.psu.edu/repos/iuc/newick_utils/newick_display,855
toolshed.g2.bx.psu.edu/repos/iuc/mothur_remove_seqs/mothur_remove_seqs,852
toolshed.g2.bx.psu.edu/repos/iuc/deg_annotate/deg_annotate,833
toolshed.g2.bx.psu.edu/repos/devteam/cufflinks/cufflinks,832
toolshed.g2.bx.psu.edu/repos/nml/collapse_collections/collapse_dataset,824
toolshed.g2.bx.psu.edu/repos/iuc/limma_voom/limma_voom,818
toolshed.g2.bx.psu.edu/repos/nml/staramr/staramr_search,815
toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_intersectbed,811
toolshed.g2.bx.psu.edu/repos/devteam/kraken_report/kraken-report,808
toolshed.g2.bx.psu.edu/repos/iuc/raxml/raxml,806
toolshed.g2.bx.psu.edu/repos/iuc/mothur_remove_lineage/mothur_remove_lineage,774
tabular_to_csv,767
toolshed.g2.bx.psu.edu/repos/iuc/trinity/trinity,761
toolshed.g2.bx.psu.edu/repos/devteam/kraken/kraken,738
toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: getorf42,735
toolshed.g2.bx.psu.edu/repos/iuc/stringtie/stringtie,732
toolshed.g2.bx.psu.edu/repos/devteam/ncbi_blast_plus/ncbi_makeblastdb,722
toolshed.g2.bx.psu.edu/repos/iuc/pilon/pilon,719
toolshed.g2.bx.psu.edu/repos/devteam/gffread/gffread,716
toolshed.g2.bx.psu.edu/repos/devteam/clustalw/clustalw,714
__EXPORT_HISTORY__,714
CONVERTER_bam_to_coodinate_sorted_bam,712
toolshed.g2.bx.psu.edu/repos/iuc/qualimap_bamqc/qualimap_bamqc,709
CONVERTER_fasta_to_fai,706
toolshed.g2.bx.psu.edu/repos/iuc/ggplot2_heatmap2/ggplot2_heatmap2,702
toolshed.g2.bx.psu.edu/repos/simon-gladman/fasta_stats/fasta-stats,693
toolshed.g2.bx.psu.edu/repos/bgruening/text_processing/tp_replace_in_line,692
toolshed.g2.bx.psu.edu/repos/devteam/samtools_rmdup/samtools_rmdup,691
toolshed.g2.bx.psu.edu/repos/iuc/maker/maker,691
toolshed.g2.bx.psu.edu/repos/iuc/bandage/bandage_info,686
toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_bam_coverage/deeptools_bam_coverage,685
toolshed.g2.bx.psu.edu/repos/iuc/samtools_view/samtools_view,684
toolshed.g2.bx.psu.edu/repos/iuc/mothur_count_groups/mothur_count_groups,681
toolshed.g2.bx.psu.edu/repos/iuc/mothur_merge_files/mothur_merge_files,679
toolshed.g2.bx.psu.edu/repos/devteam/samtool_filter2/samtool_filter2,673
toolshed.g2.bx.psu.edu/repos/iuc/bwa_mem2/bwa_mem2,671
toolshed.g2.bx.psu.edu/repos/iuc/collection_column_join/collection_column_join,668
comp1,663
toolshed.g2.bx.psu.edu/repos/iuc/mothur_sub_sample/mothur_sub_sample,658
toolshed.g2.bx.psu.edu/repos/devteam/fastqtofasta/fastq_to_fasta_python,656
toolshed.g2.bx.psu.edu/repos/iuc/fasttree/fasttree,637
toolshed.g2.bx.psu.edu/repos/iuc/mothur_make_group/mothur_make_group,629
toolshed.g2.bx.psu.edu/repos/iuc/lofreq_call/lofreq_call,627
toolshed.g2.bx.psu.edu/repos/devteam/samtools_sort/samtools_sort,624
toolshed.g2.bx.psu.edu/repos/saskia-hiltemann/krona_text/krona-text,623
toolshed.g2.bx.psu.edu/repos/devteam/cuffdiff/cuffdiff,616
toolshed.g2.bx.psu.edu/repos/iuc/macs2/macs2_callpeak,614
toolshed.g2.bx.psu.edu/repos/vipints/fml_gff3togtf/fml_gtf2gff,605
toolshed.g2.bx.psu.edu/repos/devteam/samtools_mpileup/samtools_mpileup,603
toolshed.g2.bx.psu.edu/repos/iuc/mothur_rarefaction_single/mothur_rarefaction_single,602
toolshed.g2.bx.psu.edu/repos/iuc/snpeff/snpEff_download,598
toolshed.g2.bx.psu.edu/repos/iuc/fastqc/fastqc,594
CONVERTER_gff_to_bed_0,590
toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_SortSam,587
toolshed.g2.bx.psu.edu/repos/devteam/xy_plot/XY_Plot_1,585
toolshed.g2.bx.psu.edu/repos/devteam/fastq_to_fasta/cshl_fastq_to_fasta,579
toolshed.g2.bx.psu.edu/repos/iuc/filtlong/filtlong,577
toolshed.g2.bx.psu.edu/repos/devteam/cuffmerge/cuffmerge,573
__FLATTEN__,572
toolshed.g2.bx.psu.edu/repos/bgruening/salmon/salmon,571
testtoolshed.g2.bx.psu.edu/repos/fubar/htseq_bams_to_count_matrix/htseqsams2mxlocal,567
toolshed.g2.bx.psu.edu/repos/bgruening/interproscan/interproscan,564
toolshed.g2.bx.psu.edu/repos/iuc/snippy/snippy_core,560
toolshed.g2.bx.psu.edu/repos/devteam/intersect/gops_intersect_1,557
toolshed.g2.bx.psu.edu/repos/iuc/snpeff_sars_cov_2/snpeff_sars_cov_2,556
toolshed.g2.bx.psu.edu/repos/iuc/mothur_summary_single/mothur_summary_single,544
toolshed.g2.bx.psu.edu/repos/nilesh/rseqc/rseqc_infer_experiment,542
toolshed.g2.bx.psu.edu/repos/devteam/sam_pileup/sam_pileup,540
CONVERTER_fasta_to_len,533
toolshed.g2.bx.psu.edu/repos/iuc/goseq/goseq,533
toolshed.g2.bx.psu.edu/repos/bgruening/text_processing/tp_head_tool,530
toolshed.g2.bx.psu.edu/repos/iuc/mothur_dist_shared/mothur_dist_shared,530
CONVERTER_interval_to_bedstrict_0,521
CONVERTER_len_to_linecount,518
toolshed.g2.bx.psu.edu/repos/iuc/mothur_heatmap_sim/mothur_heatmap_sim,516
toolshed.g2.bx.psu.edu/repos/iuc/roary/roary,514
toolshed.g2.bx.psu.edu/repos/iuc/mothur_venn/mothur_venn,511
toolshed.g2.bx.psu.edu/repos/iuc/mothur_remove_groups/mothur_remove_groups,508
toolshed.g2.bx.psu.edu/repos/devteam/ncbi_blast_plus/ncbi_blastp_wrapper,502
toolshed.g2.bx.psu.edu/repos/iuc/gemini_load/gemini_load,494
toolshed.g2.bx.psu.edu/repos/iuc/mothur_tree_shared/mothur_tree_shared,490
toolshed.g2.bx.psu.edu/repos/devteam/bamtools_filter/bamFilter,483
toolshed.g2.bx.psu.edu/repos/devteam/varscan_version_2/varscan,481
toolshed.g2.bx.psu.edu/repos/iuc/mothur_make_biom/mothur_make_biom,479
toolshed.g2.bx.psu.edu/repos/iuc/lofreq_viterbi/lofreq_viterbi,471
CONVERTER_bz2_to_uncompressed,471
CONVERTER_bed_gff_or_vcf_to_bigwig_0,466
CONVERTER_uncompressed_to_gz,447
toolshed.g2.bx.psu.edu/repos/iuc/snpsift/snpSift_extractFields,446
toolshed.g2.bx.psu.edu/repos/iuc/circos/circos,439
Show beginning1,439
toolshed.g2.bx.psu.edu/repos/iuc/lofreq_indelqual/lofreq_indelqual,433
CONVERTER_interval_to_bed12_0,431
toolshed.g2.bx.psu.edu/repos/bgruening/text_processing/tp_replace_in_column,428
toolshed.g2.bx.psu.edu/repos/iuc/jcvi_gff_stats/jcvi_gff_stats,421
toolshed.g2.bx.psu.edu/repos/iuc/samtools_fastx/samtools_fastx,420
toolshed.g2.bx.psu.edu/repos/iuc/pycoqc/pycoqc,420
toolshed.g2.bx.psu.edu/repos/iuc/stringtie/stringtie_merge,419
toolshed.g2.bx.psu.edu/repos/mvdbeek/concatenate_multiple_datasets/cat_multiple,416
CONVERTER_vcf_to_vcf_bgzip_0,415
toolshed.g2.bx.psu.edu/repos/devteam/kraken2tax/Kraken2Tax,413
testtoolshed.g2.bx.psu.edu/repos/fubar/differential_count_models/rgdifferentialcount,410
toolshed.g2.bx.psu.edu/repos/iuc/mothur_dist_seqs/mothur_dist_seqs,406
toolshed.g2.bx.psu.edu/repos/iuc/megahit/megahit,405
toolshed.g2.bx.psu.edu/repos/bgruening/text_processing/tp_grep_tool,389
toolshed.g2.bx.psu.edu/repos/nml/metaspades/metaspades,389
toolshed.g2.bx.psu.edu/repos/bgruening/text_processing/tp_find_and_replace,382
toolshed.g2.bx.psu.edu/repos/iuc/bcftools_norm/bcftools_norm,379
toolshed.g2.bx.psu.edu/repos/iuc/mothur_cluster/mothur_cluster,378
toolshed.g2.bx.psu.edu/repos/iuc/mothur_get_groups/mothur_get_groups,369
toolshed.g2.bx.psu.edu/repos/bgruening/canu/canu,365
toolshed.g2.bx.psu.edu/repos/iuc/metaphlan2/metaphlan2,365
CONVERTER_vcf_bgzip_to_tabix_0,354
toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_bamtobed,353
toolshed.g2.bx.psu.edu/repos/iuc/gemini_inheritance/gemini_inheritance,348
toolshed.g2.bx.psu.edu/repos/iuc/metaphlan2krona/metaphlan2krona,348
toolshed.g2.bx.psu.edu/repos/bgruening/augustus/augustus,347
toolshed.g2.bx.psu.edu/repos/galaxyp/eggnog_mapper/eggnog_mapper,345
toolshed.g2.bx.psu.edu/repos/devteam/tabular_to_fasta/tab2fasta,343
toolshed.g2.bx.psu.edu/repos/simon-gladman/velvetoptimiser/velvet,342
toolshed.g2.bx.psu.edu/repos/devteam/bowtie_wrappers/bowtie_wrapper,342
toolshed.g2.bx.psu.edu/repos/iuc/sra_tools/sam_dump,342
toolshed.g2.bx.psu.edu/repos/iuc/mothur_seq_error/mothur_seq_error,340
toolshed.g2.bx.psu.edu/repos/iuc/snpsift/snpSift_filter,339
toolshed.g2.bx.psu.edu/repos/iuc/ivar_consensus/ivar_consensus,333
toolshed.g2.bx.psu.edu/repos/iuc/gtftobed12/gtftobed12,331
toolshed.g2.bx.psu.edu/repos/iuc/transdecoder/transdecoder,331
toolshed.g2.bx.psu.edu/repos/iuc/ivar_trim/ivar_trim,330
toolshed.g2.bx.psu.edu/repos/devteam/ncbi_blast_plus/ncbi_blastx_wrapper,325
toolshed.g2.bx.psu.edu/repos/devteam/freebayes/bamleftalign,325
toolshed.g2.bx.psu.edu/repos/devteam/fastq_trimmer_by_quality/fastq_quality_trimmer,325
Convert characters1,325
toolshed.g2.bx.psu.edu/repos/devteam/vcffilter/vcffilter2,316
toolshed.g2.bx.psu.edu/repos/devteam/pileup_parser/pileup_parser,316
toolshed.g2.bx.psu.edu/repos/devteam/fasta_to_tabular/fasta2tab,314
toolshed.g2.bx.psu.edu/repos/galaxyp/maxquant/maxquant,312
toolshed.g2.bx.psu.edu/repos/bgruening/diamond/bg_diamond,309
toolshed.g2.bx.psu.edu/repos/bgruening/text_processing/tp_awk_tool,308
toolshed.g2.bx.psu.edu/repos/iuc/abricate/abricate_summary,304
ebi_sra_main,303
toolshed.g2.bx.psu.edu/repos/iuc/medaka_consensus_pipeline/medaka_consensus_pipeline,301
toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_compute_matrix/deeptools_compute_matrix,301
toolshed.g2.bx.psu.edu/repos/iuc/barrnap/barrnap,294
toolshed.g2.bx.psu.edu/repos/nilesh/rseqc/rseqc_bam2wig,292
toolshed.g2.bx.psu.edu/repos/iuc/pear/iuc_pear,291
toolshed.g2.bx.psu.edu/repos/iuc/abyss/abyss-pe,289
toolshed.g2.bx.psu.edu/repos/peterjc/seq_select_by_id/seq_select_by_id,288
toolshed.g2.bx.psu.edu/repos/devteam/join/gops_join_1,288
toolshed.g2.bx.psu.edu/repos/artbio/concatenate_multiple_datasets/cat_multi_datasets,286
__IMPORT_HISTORY__,284
toolshed.g2.bx.psu.edu/repos/devteam/kraken_translate/kraken-translate,284
toolshed.g2.bx.psu.edu/repos/devteam/fastq_filter/fastq_filter,284
toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_genomecoveragebed,282
toolshed.g2.bx.psu.edu/repos/iuc/bcftools_mpileup/bcftools_mpileup,278
toolshed.g2.bx.psu.edu/repos/bgruening/repeat_masker/repeatmasker_wrapper,277
toolshed.g2.bx.psu.edu/repos/bgruening/text_processing/tp_easyjoin_tool,269
toolshed.g2.bx.psu.edu/repos/devteam/fasta_filter_by_length/fasta_filter_by_length,267
toolshed.g2.bx.psu.edu/repos/iuc/bcftools_call/bcftools_call,266
toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_plot_heatmap/deeptools_plot_heatmap,265
toolshed.g2.bx.psu.edu/repos/devteam/fastx_trimmer/cshl_fastx_trimmer,265
toolshed.g2.bx.psu.edu/repos/iuc/trinity_align_and_estimate_abundance/trinity_align_and_estimate_abundance,263
toolshed.g2.bx.psu.edu/repos/devteam/ncbi_blast_plus/ncbi_tblastn_wrapper,261
toolshed.g2.bx.psu.edu/repos/bgruening/text_processing/tp_tail_tool,258
toolshed.g2.bx.psu.edu/repos/engineson/multiqc/multiqc,257
toolshed.g2.bx.psu.edu/repos/iuc/pangolin/pangolin,257
toolshed.g2.bx.psu.edu/repos/devteam/fastq_paired_end_deinterlacer/fastq_paired_end_deinterlacer,255
toolshed.g2.bx.psu.edu/repos/imgteam/unzip/unzip,255
toolshed.g2.bx.psu.edu/repos/devteam/fastq_stats/fastq_stats,253
toolshed.g2.bx.psu.edu/repos/devteam/histogram/histogram_rpy,252
toolshed.g2.bx.psu.edu/repos/iuc/gubbins/gubbins,251
toolshed.g2.bx.psu.edu/repos/iuc/table_compute/table_compute,250
toolshed.g2.bx.psu.edu/repos/devteam/fastx_quality_statistics/cshl_fastx_quality_statistics,246
toolshed.g2.bx.psu.edu/repos/devteam/fastq_paired_end_splitter/fastq_paired_end_splitter,245
toolshed.g2.bx.psu.edu/repos/peterjc/get_orfs_or_cdss/get_orfs_or_cdss,240
toolshed.g2.bx.psu.edu/repos/iuc/collection_element_identifiers/collection_element_identifiers,238
toolshed.g2.bx.psu.edu/repos/iuc/metaphlan/metaphlan,237
toolshed.g2.bx.psu.edu/repos/iuc/lofreq_filter/lofreq_filter,237
ChangeCase,235
toolshed.g2.bx.psu.edu/repos/iuc/funannotate_predict/funannotate_predict,234
toolshed.g2.bx.psu.edu/repos/devteam/vcfallelicprimitives/vcfallelicprimitives,227
toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_MergeSamFiles,227
toolshed.g2.bx.psu.edu/repos/devteam/vcfvcfintersect/vcfvcfintersect,226
toolshed.g2.bx.psu.edu/repos/iuc/egsea/egsea,224
toolshed.g2.bx.psu.edu/repos/iuc/ivar_variants/ivar_variants,224
wig_to_bigWig,223
toolshed.g2.bx.psu.edu/repos/iuc/gffcompare/gffcompare,223
toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_multi_bam_summary/deeptools_multi_bam_summary,218
toolshed.g2.bx.psu.edu/repos/galaxyp/filter_by_fasta_ids/filter_by_fasta_ids,218
toolshed.g2.bx.psu.edu/repos/iuc/mummer_mummer/mummer_mummer,218
toolshed.g2.bx.psu.edu/repos/iuc/snpeff/snpEff_build_gb,217
toolshed.g2.bx.psu.edu/repos/galaxy-australia/alphafold2/alphafold,216
CONVERTER_bed_to_gff_0,216
toolshed.g2.bx.psu.edu/repos/galaxyp/fasta_merge_files_and_filter_unique_sequences/fasta_merge_files_and_filter_unique_sequences,215
toolshed.g2.bx.psu.edu/repos/iuc/ggplot2_heatmap/ggplot2_heatmap,215
toolshed.g2.bx.psu.edu/repos/iuc/krakentools_kreport2krona/krakentools_kreport2krona,212
toolshed.g2.bx.psu.edu/repos/iuc/nextclade/nextclade,212
toolshed.g2.bx.psu.edu/repos/iuc/snpeff/snpEff_databases,210
toolshed.g2.bx.psu.edu/repos/devteam/fastq_paired_end_joiner/fastq_paired_end_joiner,209
toolshed.g2.bx.psu.edu/repos/devteam/fastq_trimmer/fastq_trimmer,209
Summary_Statistics1,208
gff2bed1,206
toolshed.g2.bx.psu.edu/repos/iuc/biom_convert/biom_convert,205
toolshed.g2.bx.psu.edu/repos/iuc/humann2/humann2,204
toolshed.g2.bx.psu.edu/repos/iuc/datamash_reverse/datamash_reverse,202
toolshed.g2.bx.psu.edu/repos/leomrtns/nanofilt/nanofilt,199
toolshed.g2.bx.psu.edu/repos/iuc/bcftools_consensus/bcftools_consensus,198
gene2exon1,197
__TAG_FROM_FILE__,196
toolshed.g2.bx.psu.edu/repos/qfab/usearch_dereplication/usearch_derep_full,195
toolshed.g2.bx.psu.edu/repos/devteam/sam_to_bam/sam_to_bam,195
toolshed.g2.bx.psu.edu/repos/iuc/abricate/abricate_list,195
toolshed.g2.bx.psu.edu/repos/iuc/meryl/meryl,194
toolshed.g2.bx.psu.edu/repos/qfab/usearch_cluster_otus/cluster_otu,193
toolshed.g2.bx.psu.edu/repos/bgruening/text_processing/tp_sed_tool,193
toolshed.g2.bx.psu.edu/repos/bebatut/cdhit/cd_hit_est,193
toolshed.g2.bx.psu.edu/repos/iuc/spades_plasmidspades/spades_plasmidspades,192
toolshed.g2.bx.psu.edu/repos/iuc/trinity_abundance_estimates_to_matrix/trinity_abundance_estimates_to_matrix,192
toolshed.g2.bx.psu.edu/repos/iuc/goenrichment/goenrichment,191
toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_plot_correlation/deeptools_plot_correlation,191
toolshed.g2.bx.psu.edu/repos/devteam/subtract/gops_subtract_1,187
CONVERTER_gff_to_interval_index_0,187
toolshed.g2.bx.psu.edu/repos/devteam/fasta_compute_length/fasta_compute_length,186
toolshed.g2.bx.psu.edu/repos/nilesh/rseqc/rseqc_geneBody_coverage,185
toolshed.g2.bx.psu.edu/repos/rnateam/sortmerna/bg_sortmerna,185
toolshed.g2.bx.psu.edu/repos/pjbriggs/macs21/macs2_1_peakcalling,185
CONVERTER_gff_to_fli_0,184
toolshed.g2.bx.psu.edu/repos/iuc/trinotate/trinotate,184
toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: needle56,183
toolshed.g2.bx.psu.edu/repos/iuc/pathview/pathview,183
toolshed.g2.bx.psu.edu/repos/devteam/lastz/lastz_wrapper_2,182
toolshed.g2.bx.psu.edu/repos/simon-gladman/fasta_extract/fa-extract-sequence,181
toolshed.g2.bx.psu.edu/repos/devteam/kraken_report/kraken-mpa-report,181
toolshed.g2.bx.psu.edu/repos/iuc/mlst/mlst_list,180
CONVERTER_fasta_to_2bit,179
toolshed.g2.bx.psu.edu/repos/iuc/kallisto_quant/kallisto_quant,179
toolshed.g2.bx.psu.edu/repos/galaxyp/regex_find_replace/regex1,178
toolshed.g2.bx.psu.edu/repos/iuc/medaka_consensus/medaka_consensus,177
toolshed.g2.bx.psu.edu/repos/iuc/seqtk/seqtk_sample,177
toolshed.g2.bx.psu.edu/repos/iuc/snp_dists/snp_dists,175
toolshed.g2.bx.psu.edu/repos/bgruening/sailfish/sailfish,174
toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_bam_compare/deeptools_bam_compare,173
toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_getfastabed,173
Paste1,171
toolshed.g2.bx.psu.edu/repos/iuc/raven/raven,170
toolshed.g2.bx.psu.edu/repos/iuc/chromeister/chromeister,170
toolshed.g2.bx.psu.edu/repos/iuc/ucsc_fasplit/fasplit,169
toolshed.g2.bx.psu.edu/repos/bgruening/diamond/bg_diamond_makedb,168
toolshed.g2.bx.psu.edu/repos/idot/prop_venn/prop_venn,168
toolshed.g2.bx.psu.edu/repos/nilesh/rseqc/rseqc_read_distribution,167
testtoolshed.g2.bx.psu.edu/repos/simon-gladman/velvetoptimiser/velvetoptimiser,167
__EXTRACT_DATASET__,167
toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_bamtofastq,165
toolshed.g2.bx.psu.edu/repos/bgruening/racon/racon,165
toolshed.g2.bx.psu.edu/repos/qfab/usearch_uchime/uchime,163
toolshed.g2.bx.psu.edu/repos/nml/quasitools/consensus,161
toolshed.g2.bx.psu.edu/repos/bgruening/antismash/antismash,160
toolshed.g2.bx.psu.edu/repos/nilesh/rseqc/rseqc_bam_stat,159
toolshed.g2.bx.psu.edu/repos/devteam/cummerbund/cummeRbund,159
toolshed.g2.bx.psu.edu/repos/csbl/repeatmodeler/repeatmodeler,159
toolshed.g2.bx.psu.edu/repos/qfab/rdp_multiclassifier/rdpmulticlassifier,158
toolshed.g2.bx.psu.edu/repos/devteam/vcf2tsv/vcf2tsv,157
toolshed.g2.bx.psu.edu/repos/devteam/fastq_manipulation/fastq_manipulation,156
toolshed.g2.bx.psu.edu/repos/iuc/snpsift/snpSift_annotate,156
toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_AddOrReplaceReadGroups,155
createInterval,151
toolshed.g2.bx.psu.edu/repos/qfab/usearch_map_reads_to_otus/map_reads_otu,149
toolshed.g2.bx.psu.edu/repos/iuc/maker_map_ids/maker_map_ids,148
Count1,148
toolshed.g2.bx.psu.edu/repos/iuc/circos/circgraph,148
toolshed.g2.bx.psu.edu/repos/iuc/graphlan/graphlan,147
toolshed.g2.bx.psu.edu/repos/iuc/bp_genbank2gff3/bp_genbank2gff3,147
